data,capital,cenario,custo_projetado,modelo
2029-01-01,Natal,Moderado,664.67,Cenario-Inflacao
2029-02-01,Natal,Moderado,668.13,Cenario-Inflacao
2029-03-01,Natal,Moderado,681.65,Cenario-Inflacao
2029-04-01,Natal,Moderado,696.74,Cenario-Inflacao
2029-05-01,Natal,Moderado,700.92,Cenario-Inflacao
2029-06-01,Natal,Moderado,707.22,Cenario-Inflacao
2029-07-01,Natal,Moderado,696.69,Cenario-Inflacao
2029-08-01,Natal,Moderado,679.99,Cenario-Inflacao
2029-09-01,Natal,Moderado,681.08,Cenario-Inflacao
2029-10-01,Natal,Moderado,688.82,Cenario-Inflacao
2029-11-01,Natal,Moderado,693.53,Cenario-Inflacao
2029-12-01,Natal,Moderado,706.11,Cenario-Inflacao
2030-01-01,Natal,Moderado,694.58,Cenario-Inflacao
2030-02-01,Natal,Moderado,698.19,Cenario-Inflacao
2030-03-01,Natal,Moderado,712.33,Cenario-Inflacao
2030-04-01,Natal,Moderado,728.09,Cenario-Inflacao
2030-05-01,Natal,Moderado,732.46,Cenario-Inflacao
2030-06-01,Natal,Moderado,739.04,Cenario-Inflacao
2030-07-01,Natal,Moderado,728.04,Cenario-Inflacao
2030-08-01,Natal,Moderado,710.59,Cenario-Inflacao
2030-09-01,Natal,Moderado,711.73,Cenario-Inflacao
2030-10-01,Natal,Moderado,719.82,Cenario-Inflacao
2030-11-01,Natal,Moderado,724.73,Cenario-Inflacao
2030-12-01,Natal,Moderado,737.89,Cenario-Inflacao
2026-04-01,Natal,Conservador,611.27,Cenario-Inflacao
2026-05-01,Natal,Conservador,615.68,Cenario-Inflacao
2026-06-01,Natal,Conservador,621.95,Cenario-Inflacao
2026-07-01,Natal,Conservador,613.41,Cenario-Inflacao
2026-08-01,Natal,Conservador,599.42,Cenario-Inflacao
2026-09-01,Natal,Conservador,601.1,Cenario-Inflacao
2026-10-01,Natal,Conservador,608.65,Cenario-Inflacao
2026-11-01,Natal,Conservador,613.54,Cenario-Inflacao
2026-12-01,Natal,Conservador,625.42,Cenario-Inflacao
2027-01-01,Natal,Conservador,615.93,Cenario-Inflacao
2027-02-01,Natal,Conservador,619.87,Cenario-Inflacao
2027-03-01,Natal,Conservador,633.17,Cenario-Inflacao
2027-04-01,Natal,Conservador,647.95,Cenario-Inflacao
2027-05-01,Natal,Conservador,652.62,Cenario-Inflacao
2027-06-01,Natal,Conservador,659.26,Cenario-Inflacao
2027-07-01,Natal,Conservador,650.22,Cenario-Inflacao
2027-08-01,Natal,Conservador,635.39,Cenario-Inflacao
2027-09-01,Natal,Conservador,637.17,Cenario-Inflacao
2027-10-01,Natal,Conservador,645.17,Cenario-Inflacao
2027-11-01,Natal,Conservador,650.35,Cenario-Inflacao
2027-12-01,Natal,Conservador,662.94,Cenario-Inflacao
2028-01-01,Natal,Conservador,652.88,Cenario-Inflacao
2028-02-01,Natal,Conservador,657.06,Cenario-Inflacao
2028-03-01,Natal,Conservador,671.16,Cenario-Inflacao
2028-04-01,Natal,Conservador,686.83,Cenario-Inflacao
2028-05-01,Natal,Conservador,691.77,Cenario-Inflacao
2028-06-01,Natal,Conservador,698.82,Cenario-Inflacao
2028-07-01,Natal,Conservador,689.23,Cenario-Inflacao
2028-08-01,Natal,Conservador,673.51,Cenario-Inflacao
2028-09-01,Natal,Conservador,675.4,Cenario-Inflacao
2028-10-01,Natal,Conservador,683.88,Cenario-Inflacao
2028-11-01,Natal,Conservador,689.37,Cenario-Inflacao
2028-12-01,Natal,Conservador,702.72,Cenario-Inflacao
2029-01-01,Natal,Conservador,692.06,Cenario-Inflacao
2029-02-01,Natal,Conservador,696.49,Cenario-Inflacao
2029-03-01,Natal,Conservador,711.43,Cenario-Inflacao
2029-04-01,Natal,Conservador,728.04,Cenario-Inflacao
2029-05-01,Natal,Conservador,733.28,Cenario-Inflacao
2029-06-01,Natal,Conservador,740.75,Cenario-Inflacao
2029-07-01,Natal,Conservador,730.58,Cenario-Inflacao
2029-08-01,Natal,Conservador,713.92,Cenario-Inflacao
2029-09-01,Natal,Conservador,715.92,Cenario-Inflacao
2029-10-01,Natal,Conservador,724.91,Cenario-Inflacao
2029-11-01,Natal,Conservador,730.73,Cenario-Inflacao
2029-12-01,Natal,Conservador,744.88,Cenario-Inflacao
2030-01-01,Natal,Conservador,733.58,Cenario-Inflacao
2030-02-01,Natal,Conservador,738.27,Cenario-Inflacao
2030-03-01,Natal,Conservador,754.11,Cenario-Inflacao
2030-04-01,Natal,Conservador,771.72,Cenario-Inflacao
2030-05-01,Natal,Conservador,777.28,Cenario-Inflacao
2030-06-01,Natal,Conservador,785.19,Cenario-Inflacao
2030-07-01,Natal,Conservador,774.42,Cenario-Inflacao
2030-08-01,Natal,Conservador,756.76,Cenario-Inflacao
2030-09-01,Natal,Conservador,758.87,Cenario-Inflacao
2030-10-01,Natal,Conservador,768.41,Cenario-Inflacao
2030-11-01,Natal,Conservador,774.57,Cenario-Inflacao
2030-12-01,Natal,Conservador,789.57,Cenario-Inflacao
2026-04-01,Palmas,Otimista,690.04,Cenario-Inflacao
2026-05-01,Palmas,Otimista,689.18,Cenario-Inflacao
2026-06-01,Palmas,Otimista,701.83,Cenario-Inflacao
2026-07-01,Palmas,Otimista,703.23,Cenario-Inflacao
2026-08-01,Palmas,Otimista,719.14,Cenario-Inflacao
2026-09-01,Palmas,Otimista,712.91,Cenario-Inflacao
2026-10-01,Palmas,Otimista,720.21,Cenario-Inflacao
2026-11-01,Palmas,Otimista,723.56,Cenario-Inflacao
2026-12-01,Palmas,Otimista,727.08,Cenario-Inflacao
2027-01-01,Palmas,Otimista,722.06,Cenario-Inflacao
2027-02-01,Palmas,Otimista,718.05,Cenario-Inflacao
2027-03-01,Palmas,Otimista,714.35,Cenario-Inflacao
2027-04-01,Palmas,Otimista,710.74,Cenario-Inflacao
2027-05-01,Palmas,Otimista,709.85,Cenario-Inflacao
2027-06-01,Palmas,Otimista,722.88,Cenario-Inflacao
2027-07-01,Palmas,Otimista,724.33,Cenario-Inflacao
2027-08-01,Palmas,Otimista,740.71,Cenario-Inflacao
2027-09-01,Palmas,Otimista,734.3,Cenario-Inflacao
2027-10-01,Palmas,Otimista,741.82,Cenario-Inflacao
2027-11-01,Palmas,Otimista,745.26,Cenario-Inflacao
2027-12-01,Palmas,Otimista,748.89,Cenario-Inflacao
2028-01-01,Palmas,Otimista,743.72,Cenario-Inflacao
2028-02-01,Palmas,Otimista,739.59,Cenario-Inflacao
2028-03-01,Palmas,Otimista,735.78,Cenario-Inflacao
2028-04-01,Palmas,Otimista,732.06,Cenario-Inflacao
2028-05-01,Palmas,Otimista,731.15,Cenario-Inflacao
2028-06-01,Palmas,Otimista,744.57,Cenario-Inflacao
2028-07-01,Palmas,Otimista,746.06,Cenario-Inflacao
2028-08-01,Palmas,Otimista,762.93,Cenario-Inflacao
2028-09-01,Palmas,Otimista,756.33,Cenario-Inflacao
2028-10-01,Palmas,Otimista,764.08,Cenario-Inflacao
2028-11-01,Palmas,Otimista,767.62,Cenario-Inflacao
2028-12-01,Palmas,Otimista,771.36,Cenario-Inflacao
2029-01-01,Palmas,Otimista,766.04,Cenario-Inflacao
2029-02-01,Palmas,Otimista,761.78,Cenario-Inflacao
2029-03-01,Palmas,Otimista,757.85,Cenario-Inflacao
2029-04-01,Palmas,Otimista,754.02,Cenario-Inflacao
2029-05-01,Palmas,Otimista,753.08,Cenario-Inflacao
2029-06-01,Palmas,Otimista,766.91,Cenario-Inflacao
2029-07-01,Palmas,Otimista,768.44,Cenario-Inflacao
2029-08-01,Palmas,Otimista,785.82,Cenario-Inflacao
2029-09-01,Palmas,Otimista,779.02,Cenario-Inflacao
2029-10-01,Palmas,Otimista,787.0,Cenario-Inflacao
2029-11-01,Palmas,Otimista,790.65,Cenario-Inflacao
2029-12-01,Palmas,Otimista,794.5,Cenario-Inflacao
2030-01-01,Palmas,Otimista,789.02,Cenario-Inflacao
2030-02-01,Palmas,Otimista,784.63,Cenario-Inflacao
2030-03-01,Palmas,Otimista,780.59,Cenario-Inflacao
2030-04-01,Palmas,Otimista,776.64,Cenario-Inflacao
2030-05-01,Palmas,Otimista,775.67,Cenario-Inflacao
2030-06-01,Palmas,Otimista,789.91,Cenario-Inflacao
2030-07-01,Palmas,Otimista,791.49,Cenario-Inflacao
2030-08-01,Palmas,Otimista,809.39,Cenario-Inflacao
2030-09-01,Palmas,Otimista,802.39,Cenario-Inflacao
2030-10-01,Palmas,Otimista,810.61,Cenario-Inflacao
2030-11-01,Palmas,Otimista,814.37,Cenario-Inflacao
2030-12-01,Palmas,Otimista,818.33,Cenario-Inflacao
2026-04-01,Palmas,Moderado,690.87,Cenario-Inflacao
2026-05-01,Palmas,Moderado,690.84,Cenario-Inflacao
2026-06-01,Palmas,Moderado,704.37,Cenario-Inflacao
2026-07-01,Palmas,Moderado,706.63,Cenario-Inflacao
2026-08-01,Palmas,Moderado,723.48,Cenario-Inflacao
2026-09-01,Palmas,Moderado,718.09,Cenario-Inflacao
2026-10-01,Palmas,Moderado,726.31,Cenario-Inflacao
2026-11-01,Palmas,Moderado,730.56,Cenario-Inflacao
2026-12-01,Palmas,Moderado,735.0,Cenario-Inflacao
2027-01-01,Palmas,Moderado,730.82,Cenario-Inflacao
2027-02-01,Palmas,Moderado,727.63,Cenario-Inflacao
2027-03-01,Palmas,Moderado,724.75,Cenario-Inflacao
2027-04-01,Palmas,Moderado,721.96,Cenario-Inflacao
2027-05-01,Palmas,Moderado,721.93,Cenario-Inflacao
2027-06-01,Palmas,Moderado,736.07,Cenario-Inflacao
2027-07-01,Palmas,Moderado,738.43,Cenario-Inflacao
2027-08-01,Palmas,Moderado,756.04,Cenario-Inflacao
2027-09-01,Palmas,Moderado,750.4,Cenario-Inflacao
2027-10-01,Palmas,Moderado,759.0,Cenario-Inflacao
2027-11-01,Palmas,Moderado,763.44,Cenario-Inflacao
2027-12-01,Palmas,Moderado,768.08,Cenario-Inflacao
2028-01-01,Palmas,Moderado,763.7,Cenario-Inflacao
2028-02-01,Palmas,Moderado,760.37,Cenario-Inflacao
2028-03-01,Palmas,Moderado,757.37,Cenario-Inflacao
2028-04-01,Palmas,Moderado,754.44,Cenario-Inflacao
2028-05-01,Palmas,Moderado,754.41,Cenario-Inflacao
2028-06-01,Palmas,Moderado,769.19,Cenario-Inflacao
2028-07-01,Palmas,Moderado,771.66,Cenario-Inflacao
2028-08-01,Palmas,Moderado,790.06,Cenario-Inflacao
2028-09-01,Palmas,Moderado,784.17,Cenario-Inflacao
2028-10-01,Palmas,Moderado,793.15,Cenario-Inflacao
2028-11-01,Palmas,Moderado,797.79,Cenario-Inflacao
2028-12-01,Palmas,Moderado,802.64,Cenario-Inflacao
2029-01-01,Palmas,Moderado,798.07,Cenario-Inflacao
2029-02-01,Palmas,Moderado,794.59,Cenario-Inflacao
2029-03-01,Palmas,Moderado,791.45,Cenario-Inflacao
2029-04-01,Palmas,Moderado,788.39,Cenario-Inflacao
2029-05-01,Palmas,Moderado,788.36,Cenario-Inflacao
2029-06-01,Palmas,Moderado,803.8,Cenario-Inflacao
2029-07-01,Palmas,Moderado,806.38,Cenario-Inflacao
2029-08-01,Palmas,Moderado,825.61,Cenario-Inflacao
2029-09-01,Palmas,Moderado,819.46,Cenario-Inflacao
2029-10-01,Palmas,Moderado,828.85,Cenario-Inflacao
2029-11-01,Palmas,Moderado,833.7,Cenario-Inflacao
2029-12-01,Palmas,Moderado,838.76,Cenario-Inflacao
2030-01-01,Palmas,Moderado,833.98,Cenario-Inflacao
2030-02-01,Palmas,Moderado,830.34,Cenario-Inflacao
2030-03-01,Palmas,Moderado,827.06,Cenario-Inflacao
2030-04-01,Palmas,Moderado,823.87,Cenario-Inflacao
2030-05-01,Palmas,Moderado,823.84,Cenario-Inflacao
2030-06-01,Palmas,Moderado,839.97,Cenario-Inflacao
2030-07-01,Palmas,Moderado,842.67,Cenario-Inflacao
2030-08-01,Palmas,Moderado,862.76,Cenario-Inflacao
2030-09-01,Palmas,Moderado,856.33,Cenario-Inflacao
2030-10-01,Palmas,Moderado,866.14,Cenario-Inflacao
2030-11-01,Palmas,Moderado,871.21,Cenario-Inflacao
2030-12-01,Palmas,Moderado,876.51,Cenario-Inflacao
2026-04-01,Palmas,Conservador,691.69,Cenario-Inflacao
2026-05-01,Palmas,Conservador,692.48,Cenario-Inflacao
2026-06-01,Palmas,Conservador,706.88,Cenario-Inflacao
2026-07-01,Palmas,Conservador,709.99,Cenario-Inflacao
2026-08-01,Palmas,Conservador,727.79,Cenario-Inflacao
2026-09-01,Palmas,Conservador,723.22,Cenario-Inflacao
2026-10-01,Palmas,Conservador,732.38,Cenario-Inflacao
2026-11-01,Palmas,Conservador,737.54,Cenario-Inflacao
2026-12-01,Palmas,Conservador,742.9,Cenario-Inflacao
2027-01-01,Palmas,Conservador,739.55,Cenario-Inflacao
2027-02-01,Palmas,Conservador,737.19,Cenario-Inflacao
2027-03-01,Palmas,Conservador,735.16,Cenario-Inflacao
2027-04-01,Palmas,Conservador,733.19,Cenario-Inflacao
2027-05-01,Palmas,Conservador,734.03,Cenario-Inflacao
2027-06-01,Palmas,Conservador,749.3,Cenario-Inflacao
2027-07-01,Palmas,Conservador,752.59,Cenario-Inflacao
2027-08-01,Palmas,Conservador,771.46,Cenario-Inflacao
2027-09-01,Palmas,Conservador,766.62,Cenario-Inflacao
2027-10-01,Palmas,Conservador,776.32,Cenario-Inflacao
2027-11-01,Palmas,Conservador,781.79,Cenario-Inflacao
2027-12-01,Palmas,Conservador,787.48,Cenario-Inflacao
2028-01-01,Palmas,Conservador,783.92,Cenario-Inflacao
2028-02-01,Palmas,Conservador,781.43,Cenario-Inflacao
2028-03-01,Palmas,Conservador,779.26,Cenario-Inflacao
2028-04-01,Palmas,Conservador,777.18,Cenario-Inflacao
2028-05-01,Palmas,Conservador,778.07,Cenario-Inflacao
2028-06-01,Palmas,Conservador,794.26,Cenario-Inflacao
2028-07-01,Palmas,Conservador,797.75,Cenario-Inflacao
2028-08-01,Palmas,Conservador,817.74,Cenario-Inflacao
2028-09-01,Palmas,Conservador,812.61,Cenario-Inflacao
2028-10-01,Palmas,Conservador,822.9,Cenario-Inflacao
2028-11-01,Palmas,Conservador,828.7,Cenario-Inflacao
2028-12-01,Palmas,Conservador,834.73,Cenario-Inflacao
2029-01-01,Palmas,Conservador,830.95,Cenario-Inflacao
2029-02-01,Palmas,Conservador,828.31,Cenario-Inflacao
2029-03-01,Palmas,Conservador,826.02,Cenario-Inflacao
2029-04-01,Palmas,Conservador,823.81,Cenario-Inflacao
2029-05-01,Palmas,Conservador,824.76,Cenario-Inflacao
2029-06-01,Palmas,Conservador,841.91,Cenario-Inflacao
2029-07-01,Palmas,Conservador,845.61,Cenario-Inflacao
2029-08-01,Palmas,Conservador,866.81,Cenario-Inflacao
2029-09-01,Palmas,Conservador,861.37,Cenario-Inflacao
2029-10-01,Palmas,Conservador,872.27,Cenario-Inflacao
2029-11-01,Palmas,Conservador,878.42,Cenario-Inflacao
2029-12-01,Palmas,Conservador,884.81,Cenario-Inflacao
2030-01-01,Palmas,Conservador,880.81,Cenario-Inflacao
2030-02-01,Palmas,Conservador,878.01,Cenario-Inflacao
2030-03-01,Palmas,Conservador,875.58,Cenario-Inflacao
2030-04-01,Palmas,Conservador,873.24,Cenario-Inflacao
2030-05-01,Palmas,Conservador,874.24,Cenario-Inflacao
2030-06-01,Palmas,Conservador,892.43,Cenario-Inflacao
2030-07-01,Palmas,Conservador,896.35,Cenario-Inflacao
2030-08-01,Palmas,Conservador,918.82,Cenario-Inflacao
2030-09-01,Palmas,Conservador,913.05,Cenario-Inflacao
2030-10-01,Palmas,Conservador,924.61,Cenario-Inflacao
2030-11-01,Palmas,Conservador,931.13,Cenario-Inflacao
2030-12-01,Palmas,Conservador,937.9,Cenario-Inflacao
2026-04-01,Porto Alegre,Otimista,804.15,Cenario-Inflacao
2026-05-01,Porto Alegre,Otimista,805.95,Cenario-Inflacao
2026-06-01,Porto Alegre,Otimista,806.5,Cenario-Inflacao
2026-07-01,Porto Alegre,Otimista,804.71,Cenario-Inflacao
2026-08-01,Porto Alegre,Otimista,798.32,Cenario-Inflacao
2026-09-01,Porto Alegre,Otimista,804.92,Cenario-Inflacao
2026-10-01,Porto Alegre,Otimista,825.74,Cenario-Inflacao
2026-11-01,Porto Alegre,Otimista,830.64,Cenario-Inflacao
2026-12-01,Porto Alegre,Otimista,833.66,Cenario-Inflacao
2027-01-01,Porto Alegre,Otimista,800.7,Cenario-Inflacao
2027-02-01,Porto Alegre,Otimista,792.7,Cenario-Inflacao
2027-03-01,Porto Alegre,Otimista,796.32,Cenario-Inflacao
2027-04-01,Porto Alegre,Otimista,828.27,Cenario-Inflacao
2027-05-01,Porto Alegre,Otimista,830.13,Cenario-Inflacao
2027-06-01,Porto Alegre,Otimista,830.69,Cenario-Inflacao
2027-07-01,Porto Alegre,Otimista,828.85,Cenario-Inflacao
2027-08-01,Porto Alegre,Otimista,822.27,Cenario-Inflacao
2027-09-01,Porto Alegre,Otimista,829.07,Cenario-Inflacao
2027-10-01,Porto Alegre,Otimista,850.52,Cenario-Inflacao
2027-11-01,Porto Alegre,Otimista,855.56,Cenario-Inflacao
2027-12-01,Porto Alegre,Otimista,858.67,Cenario-Inflacao
2028-01-01,Porto Alegre,Otimista,824.72,Cenario-Inflacao
2028-02-01,Porto Alegre,Otimista,816.48,Cenario-Inflacao
2028-03-01,Porto Alegre,Otimista,820.21,Cenario-Inflacao
2028-04-01,Porto Alegre,Otimista,853.12,Cenario-Inflacao
2028-05-01,Porto Alegre,Otimista,855.03,Cenario-Inflacao
2028-06-01,Porto Alegre,Otimista,855.61,Cenario-Inflacao
2028-07-01,Porto Alegre,Otimista,853.72,Cenario-Inflacao
2028-08-01,Porto Alegre,Otimista,846.94,Cenario-Inflacao
2028-09-01,Porto Alegre,Otimista,853.94,Cenario-Inflacao
2028-10-01,Porto Alegre,Otimista,876.03,Cenario-Inflacao
2028-11-01,Porto Alegre,Otimista,881.23,Cenario-Inflacao
2028-12-01,Porto Alegre,Otimista,884.43,Cenario-Inflacao
2029-01-01,Porto Alegre,Otimista,849.46,Cenario-Inflacao
2029-02-01,Porto Alegre,Otimista,840.97,Cenario-Inflacao
2029-03-01,Porto Alegre,Otimista,844.82,Cenario-Inflacao
2029-04-01,Porto Alegre,Otimista,878.72,Cenario-Inflacao
2029-05-01,Porto Alegre,Otimista,880.69,Cenario-Inflacao
2029-06-01,Porto Alegre,Otimista,881.28,Cenario-Inflacao
2029-07-01,Porto Alegre,Otimista,879.33,Cenario-Inflacao
2029-08-01,Porto Alegre,Otimista,872.35,Cenario-Inflacao
2029-09-01,Porto Alegre,Otimista,879.56,Cenario-Inflacao
2029-10-01,Porto Alegre,Otimista,902.31,Cenario-Inflacao
2029-11-01,Porto Alegre,Otimista,907.66,Cenario-Inflacao
2029-12-01,Porto Alegre,Otimista,910.97,Cenario-Inflacao
2030-01-01,Porto Alegre,Otimista,874.94,Cenario-Inflacao
2030-02-01,Porto Alegre,Otimista,866.2,Cenario-Inflacao
2030-03-01,Porto Alegre,Otimista,870.17,Cenario-Inflacao
2030-04-01,Porto Alegre,Otimista,905.08,Cenario-Inflacao
2030-05-01,Porto Alegre,Otimista,907.11,Cenario-Inflacao
2030-06-01,Porto Alegre,Otimista,907.72,Cenario-Inflacao
2030-07-01,Porto Alegre,Otimista,905.71,Cenario-Inflacao
2030-08-01,Porto Alegre,Otimista,898.52,Cenario-Inflacao
2030-09-01,Porto Alegre,Otimista,905.95,Cenario-Inflacao
2030-10-01,Porto Alegre,Otimista,929.38,Cenario-Inflacao
2030-11-01,Porto Alegre,Otimista,934.89,Cenario-Inflacao
2030-12-01,Porto Alegre,Otimista,938.29,Cenario-Inflacao
2026-04-01,Porto Alegre,Moderado,805.12,Cenario-Inflacao
2026-05-01,Porto Alegre,Moderado,807.9,Cenario-Inflacao
2026-06-01,Porto Alegre,Moderado,809.42,Cenario-Inflacao
2026-07-01,Porto Alegre,Moderado,808.6,Cenario-Inflacao
2026-08-01,Porto Alegre,Moderado,803.14,Cenario-Inflacao
2026-09-01,Porto Alegre,Moderado,810.76,Cenario-Inflacao
2026-10-01,Porto Alegre,Moderado,832.74,Cenario-Inflacao
2026-11-01,Porto Alegre,Moderado,838.69,Cenario-Inflacao
2026-12-01,Porto Alegre,Moderado,842.75,Cenario-Inflacao
2027-01-01,Porto Alegre,Moderado,810.4,Cenario-Inflacao
2027-02-01,Porto Alegre,Moderado,803.27,Cenario-Inflacao
2027-03-01,Porto Alegre,Moderado,807.92,Cenario-Inflacao
2027-04-01,Porto Alegre,Moderado,841.35,Cenario-Inflacao
2027-05-01,Porto Alegre,Moderado,844.25,Cenario-Inflacao
2027-06-01,Porto Alegre,Moderado,845.84,Cenario-Inflacao
2027-07-01,Porto Alegre,Moderado,844.98,Cenario-Inflacao
2027-08-01,Porto Alegre,Moderado,839.29,Cenario-Inflacao
2027-09-01,Porto Alegre,Moderado,847.25,Cenario-Inflacao
2027-10-01,Porto Alegre,Moderado,870.21,Cenario-Inflacao
2027-11-01,Porto Alegre,Moderado,876.43,Cenario-Inflacao
2027-12-01,Porto Alegre,Moderado,880.68,Cenario-Inflacao
2028-01-01,Porto Alegre,Moderado,846.87,Cenario-Inflacao
2028-02-01,Porto Alegre,Moderado,839.42,Cenario-Inflacao
2028-03-01,Porto Alegre,Moderado,844.28,Cenario-Inflacao
2028-04-01,Porto Alegre,Moderado,879.21,Cenario-Inflacao
2028-05-01,Porto Alegre,Moderado,882.24,Cenario-Inflacao
2028-06-01,Porto Alegre,Moderado,883.91,Cenario-Inflacao
2028-07-01,Porto Alegre,Moderado,883.01,Cenario-Inflacao
2028-08-01,Porto Alegre,Moderado,877.05,Cenario-Inflacao
2028-09-01,Porto Alegre,Moderado,885.37,Cenario-Inflacao
2028-10-01,Porto Alegre,Moderado,909.37,Cenario-Inflacao
2028-11-01,Porto Alegre,Moderado,915.87,Cenario-Inflacao
2028-12-01,Porto Alegre,Moderado,920.31,Cenario-Inflacao
2029-01-01,Porto Alegre,Moderado,884.98,Cenario-Inflacao
2029-02-01,Porto Alegre,Moderado,877.2,Cenario-Inflacao
2029-03-01,Porto Alegre,Moderado,882.27,Cenario-Inflacao
2029-04-01,Porto Alegre,Moderado,918.77,Cenario-Inflacao
2029-05-01,Porto Alegre,Moderado,921.94,Cenario-Inflacao
2029-06-01,Porto Alegre,Moderado,923.68,Cenario-Inflacao
2029-07-01,Porto Alegre,Moderado,922.74,Cenario-Inflacao
2029-08-01,Porto Alegre,Moderado,916.52,Cenario-Inflacao
2029-09-01,Porto Alegre,Moderado,925.21,Cenario-Inflacao
2029-10-01,Porto Alegre,Moderado,950.29,Cenario-Inflacao
2029-11-01,Porto Alegre,Moderado,957.08,Cenario-Inflacao
2029-12-01,Porto Alegre,Moderado,961.72,Cenario-Inflacao
2030-01-01,Porto Alegre,Moderado,924.8,Cenario-Inflacao
2030-02-01,Porto Alegre,Moderado,916.67,Cenario-Inflacao
2030-03-01,Porto Alegre,Moderado,921.97,Cenario-Inflacao
2030-04-01,Porto Alegre,Moderado,960.12,Cenario-Inflacao
2030-05-01,Porto Alegre,Moderado,963.43,Cenario-Inflacao
2030-06-01,Porto Alegre,Moderado,965.25,Cenario-Inflacao
2030-07-01,Porto Alegre,Moderado,964.27,Cenario-Inflacao
2030-08-01,Porto Alegre,Moderado,957.76,Cenario-Inflacao
2030-09-01,Porto Alegre,Moderado,966.85,Cenario-Inflacao
2030-10-01,Porto Alegre,Moderado,993.05,Cenario-Inflacao
2030-11-01,Porto Alegre,Moderado,1000.15,Cenario-Inflacao
2030-12-01,Porto Alegre,Moderado,1005.0,Cenario-Inflacao
2026-04-01,Porto Alegre,Conservador,806.08,Cenario-Inflacao
2026-05-01,Porto Alegre,Conservador,809.82,Cenario-Inflacao
2026-06-01,Porto Alegre,Conservador,812.31,Cenario-Inflacao
2026-07-01,Porto Alegre,Conservador,812.45,Cenario-Inflacao
2026-08-01,Porto Alegre,Conservador,807.93,Cenario-Inflacao
2026-09-01,Porto Alegre,Conservador,816.56,Cenario-Inflacao
2026-10-01,Porto Alegre,Conservador,839.69,Cenario-Inflacao
2026-11-01,Porto Alegre,Conservador,846.69,Cenario-Inflacao
2026-12-01,Porto Alegre,Conservador,851.81,Cenario-Inflacao
2027-01-01,Porto Alegre,Conservador,820.09,Cenario-Inflacao
2027-02-01,Porto Alegre,Conservador,813.84,Cenario-Inflacao
2027-03-01,Porto Alegre,Conservador,819.52,Cenario-Inflacao
2027-04-01,Porto Alegre,Conservador,854.44,Cenario-Inflacao
2027-05-01,Porto Alegre,Conservador,858.41,Cenario-Inflacao
2027-06-01,Porto Alegre,Conservador,861.05,Cenario-Inflacao
2027-07-01,Porto Alegre,Conservador,861.19,Cenario-Inflacao
2027-08-01,Porto Alegre,Conservador,856.4,Cenario-Inflacao
2027-09-01,Porto Alegre,Conservador,865.55,Cenario-Inflacao
2027-10-01,Porto Alegre,Conservador,890.07,Cenario-Inflacao
2027-11-01,Porto Alegre,Conservador,897.5,Cenario-Inflacao
2027-12-01,Porto Alegre,Conservador,902.92,Cenario-Inflacao
2028-01-01,Porto Alegre,Conservador,869.29,Cenario-Inflacao
2028-02-01,Porto Alegre,Conservador,862.67,Cenario-Inflacao
2028-03-01,Porto Alegre,Conservador,868.69,Cenario-Inflacao
2028-04-01,Porto Alegre,Conservador,905.71,Cenario-Inflacao
2028-05-01,Porto Alegre,Conservador,909.91,Cenario-Inflacao
2028-06-01,Porto Alegre,Conservador,912.71,Cenario-Inflacao
2028-07-01,Porto Alegre,Conservador,912.87,Cenario-Inflacao
2028-08-01,Porto Alegre,Conservador,907.79,Cenario-Inflacao
2028-09-01,Porto Alegre,Conservador,917.49,Cenario-Inflacao
2028-10-01,Porto Alegre,Conservador,943.47,Cenario-Inflacao
2028-11-01,Porto Alegre,Conservador,951.34,Cenario-Inflacao
2028-12-01,Porto Alegre,Conservador,957.09,Cenario-Inflacao
2029-01-01,Porto Alegre,Conservador,921.45,Cenario-Inflacao
2029-02-01,Porto Alegre,Conservador,914.43,Cenario-Inflacao
2029-03-01,Porto Alegre,Conservador,920.81,Cenario-Inflacao
2029-04-01,Porto Alegre,Conservador,960.05,Cenario-Inflacao
2029-05-01,Porto Alegre,Conservador,964.51,Cenario-Inflacao
2029-06-01,Porto Alegre,Conservador,967.47,Cenario-Inflacao
2029-07-01,Porto Alegre,Conservador,967.64,Cenario-Inflacao
2029-08-01,Porto Alegre,Conservador,962.25,Cenario-Inflacao
2029-09-01,Porto Alegre,Conservador,972.53,Cenario-Inflacao
2029-10-01,Porto Alegre,Conservador,1000.08,Cenario-Inflacao
2029-11-01,Porto Alegre,Conservador,1008.43,Cenario-Inflacao
2029-12-01,Porto Alegre,Conservador,1014.52,Cenario-Inflacao
2030-01-01,Porto Alegre,Conservador,976.73,Cenario-Inflacao
2030-02-01,Porto Alegre,Conservador,969.29,Cenario-Inflacao
2030-03-01,Porto Alegre,Conservador,976.06,Cenario-Inflacao
2030-04-01,Porto Alegre,Conservador,1017.65,Cenario-Inflacao
2030-05-01,Porto Alegre,Conservador,1022.38,Cenario-Inflacao
2030-06-01,Porto Alegre,Conservador,1025.52,Cenario-Inflacao
2030-07-01,Porto Alegre,Conservador,1025.7,Cenario-Inflacao
2030-08-01,Porto Alegre,Conservador,1019.99,Cenario-Inflacao
2030-09-01,Porto Alegre,Conservador,1030.89,Cenario-Inflacao
2030-10-01,Porto Alegre,Conservador,1060.09,Cenario-Inflacao
2030-11-01,Porto Alegre,Conservador,1068.93,Cenario-Inflacao
