data,capital,estado,regiao,custo
2020-09-01,Manaus,AM,Norte,676.68
2020-10-01,Manaus,AM,Norte,686.88
2020-11-01,Manaus,AM,Norte,674.05
2020-12-01,Manaus,AM,Norte,685.17
2021-01-01,Manaus,AM,Norte,661.26
2021-02-01,Manaus,AM,Norte,631.99
2021-03-01,Manaus,AM,Norte,634.92
2021-04-01,Manaus,AM,Norte,627.06
2021-05-01,Manaus,AM,Norte,635.32
2021-06-01,Manaus,AM,Norte,648.69
2021-07-01,Manaus,AM,Norte,643.16
2021-08-01,Manaus,AM,Norte,649.01
2021-09-01,Manaus,AM,Norte,650.65
2021-10-01,Manaus,AM,Norte,656.64
2021-11-01,Manaus,AM,Norte,663.81
2021-12-01,Manaus,AM,Norte,671.98
2022-01-01,Manaus,AM,Norte,689.12
2022-02-01,Manaus,AM,Norte,688.61
2022-03-01,Manaus,AM,Norte,665.65
2022-04-01,Manaus,AM,Norte,665.15
2022-05-01,Manaus,AM,Norte,686.81
2022-06-01,Manaus,AM,Norte,688.8
2022-07-01,Manaus,AM,Norte,679.86
2022-08-01,Manaus,AM,Norte,698.75
2022-09-01,Manaus,AM,Norte,685.71
2022-10-01,Manaus,AM,Norte,686.21
2022-11-01,Manaus,AM,Norte,705.46
2022-12-01,Manaus,AM,Norte,686.58
2023-01-01,Manaus,AM,Norte,698.51
2023-02-01,Manaus,AM,Norte,724.18
2023-03-01,Manaus,AM,Norte,705.61
2023-04-01,Manaus,AM,Norte,698.59
2023-05-01,Manaus,AM,Norte,697.44
2023-06-01,Manaus,AM,Norte,711.92
2023-07-01,Manaus,AM,Norte,712.99
2023-08-01,Manaus,AM,Norte,714.49
2023-09-01,Manaus,AM,Norte,719.3
2023-10-01,Manaus,AM,Norte,721.92
2023-11-01,Manaus,AM,Norte,721.48
2023-12-01,Manaus,AM,Norte,726.63
2024-01-01,Manaus,AM,Norte,728.55
2024-02-01,Manaus,AM,Norte,757.02
2024-03-01,Manaus,AM,Norte,742.86
2024-04-01,Manaus,AM,Norte,730.85
2024-05-01,Manaus,AM,Norte,736.33
2024-06-01,Manaus,AM,Norte,750.77
2024-07-01,Manaus,AM,Norte,745.76
2024-08-01,Manaus,AM,Norte,750.27
2024-09-01,Manaus,AM,Norte,761.76
2024-10-01,Manaus,AM,Norte,762.2
2024-11-01,Manaus,AM,Norte,779.9
2024-12-01,Manaus,AM,Norte,779.54
2025-01-01,Manaus,AM,Norte,792.49
2025-02-01,Manaus,AM,Norte,782.05
2025-03-01,Manaus,AM,Norte,771.24
2025-04-01,Manaus,AM,Norte,759.13
2025-05-01,Manaus,AM,Norte,773.1
2025-06-01,Manaus,AM,Norte,764.41
2025-07-01,Manaus,AM,Norte,786.49
2025-08-01,Manaus,AM,Norte,791.53
2025-09-01,Manaus,AM,Norte,785.57
2025-10-01,Manaus,AM,Norte,808.09
2025-11-01,Manaus,AM,Norte,796.37
2025-12-01,Manaus,AM,Norte,811.59
2026-01-01,Manaus,AM,Norte,852.04
2026-02-01,Manaus,AM,Norte,820.6
2026-03-01,Manaus,AM,Norte,820.0
2020-01-01,Natal,RN,Nordeste,569.47
2020-02-01,Natal,RN,Nordeste,579.31
2020-03-01,Natal,RN,Nordeste,554.61
2020-04-01,Natal,RN,Nordeste,580.3
2020-05-01,Natal,RN,Nordeste,556.35
2020-06-01,Natal,RN,Nordeste,576.31
2020-07-01,Natal,RN,Nordeste,588.11
2020-08-01,Natal,RN,Nordeste,620.47
2020-09-01,Natal,RN,Nordeste,611.27
2020-10-01,Natal,RN,Nordeste,628.46
2020-11-01,Natal,RN,Nordeste,627.35
2020-12-01,Natal,RN,Nordeste,618.49
2021-01-01,Natal,RN,Nordeste,605.83
2021-02-01,Natal,RN,Nordeste,607.43
2021-03-01,Natal,RN,Nordeste,605.23
2021-04-01,Natal,RN,Nordeste,580.35
2021-05-01,Natal,RN,Nordeste,578.7
2021-06-01,Natal,RN,Nordeste,599.47
2021-07-01,Natal,RN,Nordeste,604.24
2021-08-01,Natal,RN,Nordeste,614.55
2021-09-01,Natal,RN,Nordeste,620.71
2021-10-01,Natal,RN,Nordeste,621.39
2021-11-01,Natal,RN,Nordeste,616.15
2021-12-01,Natal,RN,Nordeste,622.6
2022-01-01,Natal,RN,Nordeste,625.73
2022-02-01,Natal,RN,Nordeste,634.53
2022-03-01,Natal,RN,Nordeste,613.53
2022-04-01,Natal,RN,Nordeste,616.48
2022-05-01,Natal,RN,Nordeste,618.97
2022-06-01,Natal,RN,Nordeste,643.77
2022-07-01,Natal,RN,Nordeste,630.49
2022-08-01,Natal,RN,Nordeste,635.37
2022-09-01,Natal,RN,Nordeste,638.89
2022-10-01,Natal,RN,Nordeste,635.71
2022-11-01,Natal,RN,Nordeste,635.29
2022-12-01,Natal,RN,Nordeste,654.47
2023-01-01,Natal,RN,Nordeste,651.55
2023-02-01,Natal,RN,Nordeste,651.21
2023-03-01,Natal,RN,Nordeste,656.69
2023-04-01,Natal,RN,Nordeste,653.11
2023-05-01,Natal,RN,Nordeste,642.62
2023-06-01,Natal,RN,Nordeste,655.0
2023-07-01,Natal,RN,Nordeste,663.19
2023-08-01,Natal,RN,Nordeste,657.7
2023-09-01,Natal,RN,Nordeste,659.56
2023-10-01,Natal,RN,Nordeste,675.31
2023-11-01,Natal,RN,Nordeste,675.6
2023-12-01,Natal,RN,Nordeste,683.71
2024-01-01,Natal,RN,Nordeste,679.2
2024-02-01,Natal,RN,Nordeste,687.75
2024-03-01,Natal,RN,Nordeste,682.96
2024-04-01,Natal,RN,Nordeste,665.57
2024-05-01,Natal,RN,Nordeste,680.6
2024-06-01,Natal,RN,Nordeste,698.08
2024-07-01,Natal,RN,Nordeste,686.16
2024-08-01,Natal,RN,Nordeste,693.69
2024-09-01,Natal,RN,Nordeste,707.59
2024-10-01,Natal,RN,Nordeste,712.91
2024-11-01,Natal,RN,Nordeste,707.06
2024-12-01,Natal,RN,Nordeste,708.43
2025-01-01,Natal,RN,Nordeste,713.58
2025-02-01,Natal,RN,Nordeste,725.94
2025-03-01,Natal,RN,Nordeste,715.96
2025-04-01,Natal,RN,Nordeste,701.74
2025-05-01,Natal,RN,Nordeste,704.05
2025-06-01,Natal,RN,Nordeste,714.81
2025-07-01,Natal,RN,Nordeste,716.62
2025-08-01,Natal,RN,Nordeste,720.43
2025-09-01,Natal,RN,Nordeste,746.6
2025-10-01,Natal,RN,Nordeste,748.72
2025-11-01,Natal,RN,Nordeste,749.21
2025-12-01,Natal,RN,Nordeste,756.15
2026-01-01,Natal,RN,Nordeste,781.66
2026-02-01,Natal,RN,Nordeste,784.43
2026-03-01,Natal,RN,Nordeste,765.0
2020-01-01,Palmas,TO,Norte,585.55
2020-02-01,Palmas,TO,Norte,594.74
2020-03-01,Palmas,TO,Norte,566.41
2020-04-01,Palmas,TO,Norte,574.81
2020-05-01,Palmas,TO,Norte,578.11
2020-06-01,Palmas,TO,Norte,581.34
2020-07-01,Palmas,TO,Norte,597.25
2020-08-01,Palmas,TO,Norte,634.68
2020-09-01,Palmas,TO,Norte,639.63
2020-10-01,Palmas,TO,Norte,640.0
2020-11-01,Palmas,TO,Norte,644.28
2020-12-01,Palmas,TO,Norte,638.17
2021-01-01,Palmas,TO,Norte,602.12
2021-02-01,Palmas,TO,Norte,629.04
2021-03-01,Palmas,TO,Norte,600.04
2021-04-01,Palmas,TO,Norte,592.36
2021-05-01,Palmas,TO,Norte,585.66
2021-06-01,Palmas,TO,Norte,609.6
2021-07-01,Palmas,TO,Norte,606.78
2021-08-01,Palmas,TO,Norte,633.17
2021-09-01,Palmas,TO,Norte,630.79
2021-10-01,Palmas,TO,Norte,619.9
2021-11-01,Palmas,TO,Norte,646.12
2021-12-01,Palmas,TO,Norte,638.67
2022-01-01,Palmas,TO,Norte,643.61
2022-02-01,Palmas,TO,Norte,629.01
2022-03-01,Palmas,TO,Norte,657.35
2022-04-01,Palmas,TO,Norte,621.04
2022-05-01,Palmas,TO,Norte,621.73
2022-06-01,Palmas,TO,Norte,655.52
2022-07-01,Palmas,TO,Norte,669.66
2022-08-01,Palmas,TO,Norte,664.02
2022-09-01,Palmas,TO,Norte,660.28
2022-10-01,Palmas,TO,Norte,663.36
2022-11-01,Palmas,TO,Norte,668.27
2022-12-01,Palmas,TO,Norte,670.37
2023-01-01,Palmas,TO,Norte,682.76
2023-02-01,Palmas,TO,Norte,684.29
2023-03-01,Palmas,TO,Norte,672.45
2023-04-01,Palmas,TO,Norte,659.68
2023-05-01,Palmas,TO,Norte,666.35
2023-06-01,Palmas,TO,Norte,668.16
2023-07-01,Palmas,TO,Norte,683.86
2023-08-01,Palmas,TO,Norte,679.7
2023-09-01,Palmas,TO,Norte,681.75
2023-10-01,Palmas,TO,Norte,695.0
2023-11-01,Palmas,TO,Norte,707.69
2023-12-01,Palmas,TO,Norte,706.91
2024-01-01,Palmas,TO,Norte,704.07
2024-02-01,Palmas,TO,Norte,711.82
2024-03-01,Palmas,TO,Norte,716.19
2024-04-01,Palmas,TO,Norte,693.19
2024-05-01,Palmas,TO,Norte,702.28
2024-06-01,Palmas,TO,Norte,722.29
2024-07-01,Palmas,TO,Norte,713.25
2024-08-01,Palmas,TO,Norte,724.95
2024-09-01,Palmas,TO,Norte,716.56
2024-10-01,Palmas,TO,Norte,725.56
2024-11-01,Palmas,TO,Norte,736.09
2024-12-01,Palmas,TO,Norte,723.95
2025-01-01,Palmas,TO,Norte,758.2
2025-02-01,Palmas,TO,Norte,757.78
2025-03-01,Palmas,TO,Norte,750.71
2025-04-01,Palmas,TO,Norte,740.06
2025-05-01,Palmas,TO,Norte,749.98
2025-06-01,Palmas,TO,Norte,752.2
2025-07-01,Palmas,TO,Norte,748.64
2025-08-01,Palmas,TO,Norte,753.84
2025-09-01,Palmas,TO,Norte,757.97
2025-10-01,Palmas,TO,Norte,754.9
2025-11-01,Palmas,TO,Norte,755.64
2025-12-01,Palmas,TO,Norte,750.65
2026-01-01,Palmas,TO,Norte,766.91
2026-02-01,Palmas,TO,Norte,762.0
2026-03-01,Palmas,TO,Norte,772.0
2020-01-01,Porto Alegre,RS,Sul,659.0
2020-02-01,Porto Alegre,RS,Sul,648.57
2020-03-01,Porto Alegre,RS,Sul,640.36
2020-04-01,Porto Alegre,RS,Sul,630.63
2020-05-01,Porto Alegre,RS,Sul,648.85
2020-06-01,Porto Alegre,RS,Sul,665.7
2020-07-01,Porto Alegre,RS,Sul,662.04
2020-08-01,Porto Alegre,RS,Sul,722.21
2020-09-01,Porto Alegre,RS,Sul,711.11
2020-10-01,Porto Alegre,RS,Sul,722.6
2020-11-01,Porto Alegre,RS,Sul,713.88
2020-12-01,Porto Alegre,RS,Sul,722.08
2021-01-01,Porto Alegre,RS,Sul,698.06
2021-02-01,Porto Alegre,RS,Sul,692.38
2021-03-01,Porto Alegre,RS,Sul,693.56
2021-04-01,Porto Alegre,RS,Sul,681.11
2021-05-01,Porto Alegre,RS,Sul,701.87
2021-06-01,Porto Alegre,RS,Sul,694.35
2021-07-01,Porto Alegre,RS,Sul,685.62
2021-08-01,Porto Alegre,RS,Sul,699.88
2021-09-01,Porto Alegre,RS,Sul,695.75
2021-10-01,Porto Alegre,RS,Sul,714.58
2021-11-01,Porto Alegre,RS,Sul,710.43
2021-12-01,Porto Alegre,RS,Sul,712.35
2022-01-01,Porto Alegre,RS,Sul,730.15
2022-02-01,Porto Alegre,RS,Sul,740.51
2022-03-01,Porto Alegre,RS,Sul,719.96
2022-04-01,Porto Alegre,RS,Sul,722.3
2022-05-01,Porto Alegre,RS,Sul,727.82
2022-06-01,Porto Alegre,RS,Sul,731.12
2022-07-01,Porto Alegre,RS,Sul,729.91
2022-08-01,Porto Alegre,RS,Sul,736.69
2022-09-01,Porto Alegre,RS,Sul,749.96
2022-10-01,Porto Alegre,RS,Sul,748.53
2022-11-01,Porto Alegre,RS,Sul,756.35
2022-12-01,Porto Alegre,RS,Sul,768.96
2023-01-01,Porto Alegre,RS,Sul,775.43
2023-02-01,Porto Alegre,RS,Sul,770.75
2023-03-01,Porto Alegre,RS,Sul,774.03
2023-04-01,Porto Alegre,RS,Sul,758.06
2023-05-01,Porto Alegre,RS,Sul,768.19
2023-06-01,Porto Alegre,RS,Sul,784.98
2023-07-01,Porto Alegre,RS,Sul,772.44
2023-08-01,Porto Alegre,RS,Sul,794.84
2023-09-01,Porto Alegre,RS,Sul,794.72
2023-10-01,Porto Alegre,RS,Sul,786.36
2023-11-01,Porto Alegre,RS,Sul,797.35
2023-12-01,Porto Alegre,RS,Sul,800.72
2024-01-01,Porto Alegre,RS,Sul,818.67
2024-02-01,Porto Alegre,RS,Sul,829.31
2024-03-01,Porto Alegre,RS,Sul,821.51
2024-04-01,Porto Alegre,RS,Sul,801.68
2024-05-01,Porto Alegre,RS,Sul,816.04
2024-06-01,Porto Alegre,RS,Sul,829.42
2024-07-01,Porto Alegre,RS,Sul,827.24
2024-08-01,Porto Alegre,RS,Sul,830.68
2024-09-01,Porto Alegre,RS,Sul,823.96
2024-10-01,Porto Alegre,RS,Sul,825.1
2024-11-01,Porto Alegre,RS,Sul,842.37
2024-12-01,Porto Alegre,RS,Sul,838.17
2025-01-01,Porto Alegre,RS,Sul,865.66
2025-02-01,Porto Alegre,RS,Sul,865.78
2025-03-01,Porto Alegre,RS,Sul,842.71
2025-04-01,Porto Alegre,RS,Sul,851.0
2025-05-01,Porto Alegre,RS,Sul,844.42
2025-06-01,Porto Alegre,RS,Sul,860.81
2025-07-01,Porto Alegre,RS,Sul,852.66
2025-08-01,Porto Alegre,RS,Sul,856.57
2025-09-01,Porto Alegre,RS,Sul,870.83
2025-10-01,Porto Alegre,RS,Sul,859.12
2025-11-01,Porto Alegre,RS,Sul,861.79
2025-12-01,Porto Alegre,RS,Sul,847.21
2026-01-01,Porto Alegre,RS,Sul,891.68
2026-02-01,Porto Alegre,RS,Sul,886.78
2026-03-01,Porto Alegre,RS,Sul,865.3
2020-01-01,Porto Velho,RO,Norte,582.67
2020-02-01,Porto Velho,RO,Norte,589.46
2020-03-01,Porto Velho,RO,Norte,570.89
2020-04-01,Porto Velho,RO,Norte,585.67
2020-05-01,Porto Velho,RO,Norte,582.87
2020-06-01,Porto Velho,RO,Norte,585.1
2020-07-01,Porto Velho,RO,Norte,589.34
2020-08-01,Porto Velho,RO,Norte,640.36
2020-09-01,Porto Velho,RO,Norte,624.82
2020-10-01,Porto Velho,RO,Norte,641.64
2020-11-01,Porto Velho,RO,Norte,640.63
2020-12-01,Porto Velho,RO,Norte,640.56
2021-01-01,Porto Velho,RO,Norte,612.64
2021-02-01,Porto Velho,RO,Norte,631.64
2021-03-01,Porto Velho,RO,Norte,612.6
2021-04-01,Porto Velho,RO,Norte,596.1
2021-05-01,Porto Velho,RO,Norte,607.55
2021-06-01,Porto Velho,RO,Norte,625.7
2021-07-01,Porto Velho,RO,Norte,624.27
2021-08-01,Porto Velho,RO,Norte,619.72
2021-09-01,Porto Velho,RO,Norte,616.44
2021-10-01,Porto Velho,RO,Norte,629.59
2021-11-01,Porto Velho,RO,Norte,629.55
2021-12-01,Porto Velho,RO,Norte,635.97
2022-01-01,Porto Velho,RO,Norte,648.93
2022-02-01,Porto Velho,RO,Norte,654.72
2022-03-01,Porto Velho,RO,Norte,631.81
2022-04-01,Porto Velho,RO,Norte,639.49
2022-05-01,Porto Velho,RO,Norte,632.95
2022-06-01,Porto Velho,RO,Norte,660.05
2022-07-01,Porto Velho,RO,Norte,640.41
2022-08-01,Porto Velho,RO,Norte,662.29
2022-09-01,Porto Velho,RO,Norte,652.48
2022-10-01,Porto Velho,RO,Norte,648.19
2022-11-01,Porto Velho,RO,Norte,652.04
2022-12-01,Porto Velho,RO,Norte,655.87
2023-01-01,Porto Velho,RO,Norte,677.57
2023-02-01,Porto Velho,RO,Norte,680.95
2023-03-01,Porto Velho,RO,Norte,661.46
2023-04-01,Porto Velho,RO,Norte,658.38
2023-05-01,Porto Velho,RO,Norte,678.25
2023-06-01,Porto Velho,RO,Norte,687.58
2023-07-01,Porto Velho,RO,Norte,679.83
2023-08-01,Porto Velho,RO,Norte,679.25
2023-09-01,Porto Velho,RO,Norte,682.51
2023-10-01,Porto Velho,RO,Norte,689.08
2023-11-01,Porto Velho,RO,Norte,678.62
2023-12-01,Porto Velho,RO,Norte,687.38
2024-01-01,Porto Velho,RO,Norte,692.58
2024-02-01,Porto Velho,RO,Norte,711.84
2024-03-01,Porto Velho,RO,Norte,702.6
2024-04-01,Porto Velho,RO,Norte,685.73
2024-05-01,Porto Velho,RO,Norte,704.84
2024-06-01,Porto Velho,RO,Norte,695.68
2024-07-01,Porto Velho,RO,Norte,696.48
2024-08-01,Porto Velho,RO,Norte,712.72
2024-09-01,Porto Velho,RO,Norte,722.03
2024-10-01,Porto Velho,RO,Norte,729.87
2024-11-01,Porto Velho,RO,Norte,715.48
2024-12-01,Porto Velho,RO,Norte,730.54
2025-01-01,Porto Velho,RO,Norte,738.87
2025-02-01,Porto Velho,RO,Norte,740.64
2025-03-01,Porto Velho,RO,Norte,737.33
2025-04-01,Porto Velho,RO,Norte,727.29
2025-05-01,Porto Velho,RO,Norte,712.57
2025-06-01,Porto Velho,RO,Norte,751.23
2025-07-01,Porto Velho,RO,Norte,753.64
2025-08-01,Porto Velho,RO,Norte,740.77
2025-09-01,Porto Velho,RO,Norte,752.18
2025-10-01,Porto Velho,RO,Norte,756.19
2025-11-01,Porto Velho,RO,Norte,757.56
2025-12-01,Porto Velho,RO,Norte,754.3
2026-01-01,Porto Velho,RO,Norte,771.84
2026-02-01,Porto Velho,RO,Norte,780.37
2026-03-01,Porto Velho,RO,Norte,778.0
2020-01-01,Recife,PE,Nordeste,567.35
2020-02-01,Recife,PE,Nordeste,566.23
2020-03-01,Recife,PE,Nordeste,556.6
2020-04-01,Recife,PE,Nordeste,558.42
2020-05-01,Recife,PE,Nordeste,568.18
2020-06-01,Recife,PE,Nordeste,561.6
2020-07-01,Recife,PE,Nordeste,572.45
2020-08-01,Recife,PE,Nordeste,623.56
2020-09-01,Recife,PE,Nordeste,628.11
2020-10-01,Recife,PE,Nordeste,626.41
2020-11-01,Recife,PE,Nordeste,624.51
2020-12-01,Recife,PE,Nordeste,623.29
2021-01-01,Recife,PE,Nordeste,597.93
2021-02-01,Recife,PE,Nordeste,591.0
2021-03-01,Recife,PE,Nordeste,566.76
2021-04-01,Recife,PE,Nordeste,587.04
2021-05-01,Recife,PE,Nordeste,593.07
2021-06-01,Recife,PE,Nordeste,578.18
2021-07-01,Recife,PE,Nordeste,591.35
2021-08-01,Recife,PE,Nordeste,606.73
2021-09-01,Recife,PE,Nordeste,620.59
2021-10-01,Recife,PE,Nordeste,606.66
2021-11-01,Recife,PE,Nordeste,603.05
2021-12-01,Recife,PE,Nordeste,609.79
2022-01-01,Recife,PE,Nordeste,636.92
2022-02-01,Recife,PE,Nordeste,623.21
2022-03-01,Recife,PE,Nordeste,612.07
2022-04-01,Recife,PE,Nordeste,607.71
2022-05-01,Recife,PE,Nordeste,606.35
2022-06-01,Recife,PE,Nordeste,626.74
2022-07-01,Recife,PE,Nordeste,641.21
2022-08-01,Recife,PE,Nordeste,633.26
2022-09-01,Recife,PE,Nordeste,631.13
2022-10-01,Recife,PE,Nordeste,633.29
2022-11-01,Recife,PE,Nordeste,625.61
2022-12-01,Recife,PE,Nordeste,647.68
2023-01-01,Recife,PE,Nordeste,655.36
2023-02-01,Recife,PE,Nordeste,657.11
2023-03-01,Recife,PE,Nordeste,673.71
2023-04-01,Recife,PE,Nordeste,643.34
2023-05-01,Recife,PE,Nordeste,637.44
2023-06-01,Recife,PE,Nordeste,652.4
2023-07-01,Recife,PE,Nordeste,667.57
2023-08-01,Recife,PE,Nordeste,661.87
2023-09-01,Recife,PE,Nordeste,652.05
2023-10-01,Recife,PE,Nordeste,673.5
2023-11-01,Recife,PE,Nordeste,663.41
2023-12-01,Recife,PE,Nordeste,686.36
2024-01-01,Recife,PE,Nordeste,696.13
2024-02-01,Recife,PE,Nordeste,686.6
2024-03-01,Recife,PE,Nordeste,689.55
2024-04-01,Recife,PE,Nordeste,672.27
2024-05-01,Recife,PE,Nordeste,681.18
2024-06-01,Recife,PE,Nordeste,691.19
2024-07-01,Recife,PE,Nordeste,683.23
2024-08-01,Recife,PE,Nordeste,687.56
2024-09-01,Recife,PE,Nordeste,703.66
2024-10-01,Recife,PE,Nordeste,695.46
2024-11-01,Recife,PE,Nordeste,697.65
2024-12-01,Recife,PE,Nordeste,695.98
2025-01-01,Recife,PE,Nordeste,723.89
2025-02-01,Recife,PE,Nordeste,739.83
2025-03-01,Recife,PE,Nordeste,703.38
2025-04-01,Recife,PE,Nordeste,704.18
2025-05-01,Recife,PE,Nordeste,718.59
2025-06-01,Recife,PE,Nordeste,720.78
2025-07-01,Recife,PE,Nordeste,728.42
2025-08-01,Recife,PE,Nordeste,719.66
2025-09-01,Recife,PE,Nordeste,735.04
2025-10-01,Recife,PE,Nordeste,733.52
2025-11-01,Recife,PE,Nordeste,746.39
2025-12-01,Recife,PE,Nordeste,751.47
2026-01-01,Recife,PE,Nordeste,781.15
2026-02-01,Recife,PE,Nordeste,768.52
2026-03-01,Recife,PE,Nordeste,755.0
2020-01-01,Rio Branco,AC,Norte,583.72
2020-02-01,Rio Branco,AC,Norte,595.85
2020-03-01,Rio Branco,AC,Norte,560.3
2020-04-01,Rio Branco,AC,Norte,573.7
2020-05-01,Rio Branco,AC,Norte,564.91
2020-06-01,Rio Branco,AC,Norte,587.82
2020-07-01,Rio Branco,AC,Norte,590.64
2020-08-01,Rio Branco,AC,Norte,636.55
2020-09-01,Rio Branco,AC,Norte,646.29
2020-10-01,Rio Branco,AC,Norte,632.47
2020-11-01,Rio Branco,AC,Norte,653.92
2020-12-01,Rio Branco,AC,Norte,642.01
2021-01-01,Rio Branco,AC,Norte,601.74
2021-02-01,Rio Branco,AC,Norte,614.51
2021-03-01,Rio Branco,AC,Norte,590.29
2021-04-01,Rio Branco,AC,Norte,602.42
2021-05-01,Rio Branco,AC,Norte,600.75
2021-06-01,Rio Branco,AC,Norte,624.37
2021-07-01,Rio Branco,AC,Norte,622.19
2021-08-01,Rio Branco,AC,Norte,608.37
2021-09-01,Rio Branco,AC,Norte,615.32
2021-10-01,Rio Branco,AC,Norte,628.73
2021-11-01,Rio Branco,AC,Norte,633.88
2021-12-01,Rio Branco,AC,Norte,639.43
2022-01-01,Rio Branco,AC,Norte,654.58
2022-02-01,Rio Branco,AC,Norte,646.77
2022-03-01,Rio Branco,AC,Norte,640.27
2022-04-01,Rio Branco,AC,Norte,640.76
2022-05-01,Rio Branco,AC,Norte,630.51
2022-06-01,Rio Branco,AC,Norte,648.22
2022-07-01,Rio Branco,AC,Norte,645.2
2022-08-01,Rio Branco,AC,Norte,646.04
2022-09-01,Rio Branco,AC,Norte,653.48
2022-10-01,Rio Branco,AC,Norte,650.25
2022-11-01,Rio Branco,AC,Norte,657.38
2022-12-01,Rio Branco,AC,Norte,652.82
2023-01-01,Rio Branco,AC,Norte,675.55
2023-02-01,Rio Branco,AC,Norte,683.41
2023-03-01,Rio Branco,AC,Norte,664.5
2023-04-01,Rio Branco,AC,Norte,661.93
2023-05-01,Rio Branco,AC,Norte,665.66
2023-06-01,Rio Branco,AC,Norte,681.03
2023-07-01,Rio Branco,AC,Norte,679.1
2023-08-01,Rio Branco,AC,Norte,691.62
2023-09-01,Rio Branco,AC,Norte,668.91
2023-10-01,Rio Branco,AC,Norte,712.01
2023-11-01,Rio Branco,AC,Norte,684.34
2023-12-01,Rio Branco,AC,Norte,697.35
2024-01-01,Rio Branco,AC,Norte,703.38
2024-02-01,Rio Branco,AC,Norte,718.93
2024-03-01,Rio Branco,AC,Norte,704.84
2024-04-01,Rio Branco,AC,Norte,689.7
2024-05-01,Rio Branco,AC,Norte,706.32
2024-06-01,Rio Branco,AC,Norte,709.93
2024-07-01,Rio Branco,AC,Norte,718.52
2024-08-01,Rio Branco,AC,Norte,709.71
2024-09-01,Rio Branco,AC,Norte,719.72
2024-10-01,Rio Branco,AC,Norte,738.92
2024-11-01,Rio Branco,AC,Norte,733.54
2024-12-01,Rio Branco,AC,Norte,731.25
2025-01-01,Rio Branco,AC,Norte,742.8
2025-02-01,Rio Branco,AC,Norte,749.97
2025-03-01,Rio Branco,AC,Norte,739.3
2025-04-01,Rio Branco,AC,Norte,733.21
2025-05-01,Rio Branco,AC,Norte,723.63
2025-06-01,Rio Branco,AC,Norte,751.4
2025-07-01,Rio Branco,AC,Norte,740.03
2025-08-01,Rio Branco,AC,Norte,764.45
2025-09-01,Rio Branco,AC,Norte,747.96
2025-10-01,Rio Branco,AC,Norte,759.19
2025-11-01,Rio Branco,AC,Norte,767.56
2025-12-01,Rio Branco,AC,Norte,760.26
2026-01-01,Rio Branco,AC,Norte,783.02
2026-02-01,Rio Branco,AC,Norte,794.53
2026-03-01,Rio Branco,AC,Norte,775.0
2020-01-01,Rio de Janeiro,RJ,Sudeste,644.81
2020-02-01,Rio de Janeiro,RJ,Sudeste,653.5
2020-03-01,Rio de Janeiro,RJ,Sudeste,646.17
2020-04-01,Rio de Janeiro,RJ,Sudeste,650.88
2020-05-01,Rio de Janeiro,RJ,Sudeste,649.32
2020-06-01,Rio de Janeiro,RJ,Sudeste,655.5
2020-07-01,Rio de Janeiro,RJ,Sudeste,667.06
2020-08-01,Rio de Janeiro,RJ,Sudeste,720.26
2020-09-01,Rio de Janeiro,RJ,Sudeste,730.74
2020-10-01,Rio de Janeiro,RJ,Sudeste,720.9
2020-11-01,Rio de Janeiro,RJ,Sudeste,727.44
2020-12-01,Rio de Janeiro,RJ,Sudeste,730.49
2021-01-01,Rio de Janeiro,RJ,Sudeste,684.54
2021-02-01,Rio de Janeiro,RJ,Sudeste,702.01
2021-03-01,Rio de Janeiro,RJ,Sudeste,691.36
2021-04-01,Rio de Janeiro,RJ,Sudeste,682.28
2021-05-01,Rio de Janeiro,RJ,Sudeste,683.69
2021-06-01,Rio de Janeiro,RJ,Sudeste,688.08
2021-07-01,Rio de Janeiro,RJ,Sudeste,699.44
2021-08-01,Rio de Janeiro,RJ,Sudeste,703.5
2021-09-01,Rio de Janeiro,RJ,Sudeste,703.26
2021-10-01,Rio de Janeiro,RJ,Sudeste,711.85
2021-11-01,Rio de Janeiro,RJ,Sudeste,719.85
2021-12-01,Rio de Janeiro,RJ,Sudeste,735.2
2022-01-01,Rio de Janeiro,RJ,Sudeste,739.49
2022-02-01,Rio de Janeiro,RJ,Sudeste,743.76
2022-03-01,Rio de Janeiro,RJ,Sudeste,730.1
2022-04-01,Rio de Janeiro,RJ,Sudeste,707.9
2022-05-01,Rio de Janeiro,RJ,Sudeste,726.56
2022-06-01,Rio de Janeiro,RJ,Sudeste,741.92
2022-07-01,Rio de Janeiro,RJ,Sudeste,764.76
2022-08-01,Rio de Janeiro,RJ,Sudeste,747.15
2022-09-01,Rio de Janeiro,RJ,Sudeste,754.75
2022-10-01,Rio de Janeiro,RJ,Sudeste,755.73
2022-11-01,Rio de Janeiro,RJ,Sudeste,750.35
2022-12-01,Rio de Janeiro,RJ,Sudeste,772.54
2023-01-01,Rio de Janeiro,RJ,Sudeste,788.48
2023-02-01,Rio de Janeiro,RJ,Sudeste,792.61
2023-03-01,Rio de Janeiro,RJ,Sudeste,767.35
2023-04-01,Rio de Janeiro,RJ,Sudeste,777.95
2023-05-01,Rio de Janeiro,RJ,Sudeste,759.25
2023-06-01,Rio de Janeiro,RJ,Sudeste,790.7
2023-07-01,Rio de Janeiro,RJ,Sudeste,807.37
2023-08-01,Rio de Janeiro,RJ,Sudeste,785.77
2023-09-01,Rio de Janeiro,RJ,Sudeste,793.03
