data,capital,estado,regiao,custo,fonte_dado
2021-04-01,João Pessoa,PB,Nordeste,490.04,real_dieese
2021-05-01,João Pessoa,PB,Nordeste,491.63,real_dieese
2021-06-01,João Pessoa,PB,Nordeste,495.76,real_dieese
2021-07-01,João Pessoa,PB,Nordeste,492.3,real_dieese
2021-08-01,João Pessoa,PB,Nordeste,490.93,real_dieese
2021-09-01,João Pessoa,PB,Nordeste,476.63,real_dieese
2021-10-01,João Pessoa,PB,Nordeste,491.12,real_dieese
2021-11-01,João Pessoa,PB,Nordeste,508.91,real_dieese
2021-12-01,João Pessoa,PB,Nordeste,510.82,real_dieese
2022-01-01,João Pessoa,PB,Nordeste,538.65,real_dieese
2022-02-01,João Pessoa,PB,Nordeste,549.33,real_dieese
2022-03-01,João Pessoa,PB,Nordeste,567.84,real_dieese
2022-04-01,João Pessoa,PB,Nordeste,573.7,real_dieese
2022-05-01,João Pessoa,PB,Nordeste,567.67,real_dieese
2022-06-01,João Pessoa,PB,Nordeste,586.73,real_dieese
2022-07-01,João Pessoa,PB,Nordeste,572.63,real_dieese
2022-08-01,João Pessoa,PB,Nordeste,568.21,real_dieese
2022-09-01,João Pessoa,PB,Nordeste,562.32,real_dieese
2022-10-01,João Pessoa,PB,Nordeste,559.57,real_dieese
2022-11-01,João Pessoa,PB,Nordeste,552.43,real_dieese
2022-12-01,João Pessoa,PB,Nordeste,561.84,real_dieese
2023-01-01,João Pessoa,PB,Nordeste,600.06,real_dieese
2023-02-01,João Pessoa,PB,Nordeste,600.1,real_dieese
2023-03-01,João Pessoa,PB,Nordeste,579.57,real_dieese
2023-04-01,João Pessoa,PB,Nordeste,585.42,real_dieese
2023-05-01,João Pessoa,PB,Nordeste,580.95,real_dieese
2023-06-01,João Pessoa,PB,Nordeste,604.89,real_dieese
2023-07-01,João Pessoa,PB,Nordeste,581.31,real_dieese
2023-08-01,João Pessoa,PB,Nordeste,565.07,real_dieese
2023-09-01,João Pessoa,PB,Nordeste,562.6,real_dieese
2023-10-01,João Pessoa,PB,Nordeste,554.88,real_dieese
2023-11-01,João Pessoa,PB,Nordeste,548.33,real_dieese
2023-12-01,João Pessoa,PB,Nordeste,542.3,real_dieese
2024-01-01,João Pessoa,PB,Nordeste,559.77,real_dieese
2024-02-01,João Pessoa,PB,Nordeste,564.5,real_dieese
2024-03-01,João Pessoa,PB,Nordeste,583.23,real_dieese
2024-04-01,João Pessoa,PB,Nordeste,614.75,real_dieese
2024-05-01,João Pessoa,PB,Nordeste,620.67,real_dieese
2024-06-01,João Pessoa,PB,Nordeste,597.32,real_dieese
2024-07-01,João Pessoa,PB,Nordeste,572.38,real_dieese
2024-08-01,João Pessoa,PB,Nordeste,548.9,real_dieese
2024-09-01,João Pessoa,PB,Nordeste,552.35,real_dieese
2024-10-01,João Pessoa,PB,Nordeste,566.46,real_dieese
2024-11-01,João Pessoa,PB,Nordeste,590.82,real_dieese
2024-12-01,João Pessoa,PB,Nordeste,606.91,real_dieese
2025-01-01,João Pessoa,PB,Nordeste,618.64,real_dieese
2025-02-01,João Pessoa,PB,Nordeste,634.41,real_dieese
2025-03-01,João Pessoa,PB,Nordeste,626.89,real_dieese
2025-04-01,João Pessoa,PB,Nordeste,641.57,real_dieese
2025-05-01,João Pessoa,PB,Nordeste,636.73,real_dieese
2025-06-01,João Pessoa,PB,Nordeste,636.16,real_dieese
2025-07-01,João Pessoa,PB,Nordeste,648.0,real_dieese
2025-08-01,João Pessoa,PB,Nordeste,622.08,real_dieese
2025-09-01,João Pessoa,PB,Nordeste,610.93,real_dieese
2025-10-01,João Pessoa,PB,Nordeste,609.94,real_dieese
2025-11-01,João Pessoa,PB,Nordeste,597.66,real_dieese
2025-12-01,João Pessoa,PB,Nordeste,597.66,real_dieese
2026-01-01,João Pessoa,PB,Nordeste,606.39,real_dieese
2026-02-01,João Pessoa,PB,Nordeste,618.73,real_dieese
2026-03-01,João Pessoa,PB,Nordeste,652.95,real_dieese
2020-01-01,Macapá,AP,Norte,502.19,simulado_calibrado
2020-02-01,Macapá,AP,Norte,500.66,simulado_calibrado
2020-03-01,Macapá,AP,Norte,492.04,simulado_calibrado
2020-04-01,Macapá,AP,Norte,484.47,simulado_calibrado
2020-05-01,Macapá,AP,Norte,489.44,simulado_calibrado
2020-06-01,Macapá,AP,Norte,503.87,simulado_calibrado
2020-07-01,Macapá,AP,Norte,508.7,simulado_calibrado
2020-08-01,Macapá,AP,Norte,548.99,simulado_calibrado
2020-09-01,Macapá,AP,Norte,555.78,simulado_calibrado
2020-10-01,Macapá,AP,Norte,564.28,simulado_calibrado
2020-11-01,Macapá,AP,Norte,552.6,simulado_calibrado
2020-12-01,Macapá,AP,Norte,555.83,simulado_calibrado
2021-01-01,Macapá,AP,Norte,521.24,simulado_calibrado
2021-02-01,Macapá,AP,Norte,536.91,simulado_calibrado
2021-03-01,Macapá,AP,Norte,529.53,simulado_calibrado
2021-04-01,Macapá,AP,Norte,513.31,simulado_calibrado
2021-05-01,Macapá,AP,Norte,523.21,simulado_calibrado
2021-06-01,Macapá,AP,Norte,536.65,simulado_calibrado
2021-07-01,Macapá,AP,Norte,534.23,simulado_calibrado
2021-08-01,Macapá,AP,Norte,539.88,simulado_calibrado
2021-09-01,Macapá,AP,Norte,539.07,simulado_calibrado
2021-10-01,Macapá,AP,Norte,534.68,simulado_calibrado
2021-11-01,Macapá,AP,Norte,548.6,simulado_calibrado
2021-12-01,Macapá,AP,Norte,552.57,simulado_calibrado
2022-01-01,Macapá,AP,Norte,563.19,simulado_calibrado
2022-02-01,Macapá,AP,Norte,557.42,simulado_calibrado
2022-03-01,Macapá,AP,Norte,550.04,simulado_calibrado
2022-04-01,Macapá,AP,Norte,542.44,simulado_calibrado
2022-05-01,Macapá,AP,Norte,554.56,simulado_calibrado
2022-06-01,Macapá,AP,Norte,568.11,simulado_calibrado
2022-07-01,Macapá,AP,Norte,566.57,simulado_calibrado
2022-08-01,Macapá,AP,Norte,571.85,simulado_calibrado
2022-09-01,Macapá,AP,Norte,565.52,simulado_calibrado
2022-10-01,Macapá,AP,Norte,573.3,simulado_calibrado
2022-11-01,Macapá,AP,Norte,568.46,simulado_calibrado
2022-12-01,Macapá,AP,Norte,574.2,simulado_calibrado
2023-01-01,Macapá,AP,Norte,596.82,simulado_calibrado
2023-02-01,Macapá,AP,Norte,594.06,simulado_calibrado
2023-03-01,Macapá,AP,Norte,592.42,simulado_calibrado
2023-04-01,Macapá,AP,Norte,583.03,simulado_calibrado
2023-05-01,Macapá,AP,Norte,596.78,simulado_calibrado
2023-06-01,Macapá,AP,Norte,595.28,simulado_calibrado
2023-07-01,Macapá,AP,Norte,590.62,simulado_calibrado
2023-08-01,Macapá,AP,Norte,600.33,simulado_calibrado
2023-09-01,Macapá,AP,Norte,598.56,simulado_calibrado
2023-10-01,Macapá,AP,Norte,611.14,simulado_calibrado
2023-11-01,Macapá,AP,Norte,609.36,simulado_calibrado
2023-12-01,Macapá,AP,Norte,611.37,simulado_calibrado
2024-01-01,Macapá,AP,Norte,626.66,simulado_calibrado
2024-02-01,Macapá,AP,Norte,633.97,simulado_calibrado
2024-03-01,Macapá,AP,Norte,618.6,simulado_calibrado
2024-04-01,Macapá,AP,Norte,618.36,simulado_calibrado
2024-05-01,Macapá,AP,Norte,622.63,simulado_calibrado
2024-06-01,Macapá,AP,Norte,628.09,simulado_calibrado
2024-07-01,Macapá,AP,Norte,628.17,simulado_calibrado
2024-08-01,Macapá,AP,Norte,633.26,simulado_calibrado
2024-09-01,Macapá,AP,Norte,642.41,simulado_calibrado
2024-10-01,Macapá,AP,Norte,642.37,simulado_calibrado
2024-11-01,Macapá,AP,Norte,648.13,simulado_calibrado
2024-12-01,Macapá,AP,Norte,656.87,simulado_calibrado
2025-01-01,Macapá,AP,Norte,665.33,simulado_calibrado
2025-02-01,Macapá,AP,Norte,663.3,simulado_calibrado
2025-03-01,Macapá,AP,Norte,662.67,simulado_calibrado
2025-04-01,Macapá,AP,Norte,660.52,real_dieese
2025-05-01,Macapá,AP,Norte,669.59,real_dieese
2025-06-01,Macapá,AP,Norte,665.13,real_dieese
2025-07-01,Macapá,AP,Norte,666.41,real_dieese
2025-08-01,Macapá,AP,Norte,672.5,real_dieese
2025-09-01,Macapá,AP,Norte,672.72,real_dieese
2025-10-01,Macapá,AP,Norte,679.09,real_dieese
2025-11-01,Macapá,AP,Norte,643.25,real_dieese
2025-12-01,Macapá,AP,Norte,651.15,real_dieese
2026-01-01,Macapá,AP,Norte,661.96,real_dieese
2026-02-01,Macapá,AP,Norte,660.76,real_dieese
2026-03-01,Macapá,AP,Norte,672.06,real_dieese
2020-01-01,Maceió,AL,Nordeste,468.35,simulado_calibrado
2020-02-01,Maceió,AL,Nordeste,475.78,simulado_calibrado
2020-03-01,Maceió,AL,Nordeste,468.65,simulado_calibrado
2020-04-01,Maceió,AL,Nordeste,451.75,simulado_calibrado
2020-05-01,Maceió,AL,Nordeste,456.18,simulado_calibrado
2020-06-01,Maceió,AL,Nordeste,472.73,simulado_calibrado
2020-07-01,Maceió,AL,Nordeste,475.01,simulado_calibrado
2020-08-01,Maceió,AL,Nordeste,515.28,simulado_calibrado
2020-09-01,Maceió,AL,Nordeste,534.46,simulado_calibrado
2020-10-01,Maceió,AL,Nordeste,520.55,simulado_calibrado
2020-11-01,Maceió,AL,Nordeste,525.89,simulado_calibrado
2020-12-01,Maceió,AL,Nordeste,527.5,simulado_calibrado
2021-01-01,Maceió,AL,Nordeste,499.35,simulado_calibrado
2021-02-01,Maceió,AL,Nordeste,496.92,simulado_calibrado
2021-03-01,Maceió,AL,Nordeste,494.89,simulado_calibrado
2021-04-01,Maceió,AL,Nordeste,482.21,simulado_calibrado
2021-05-01,Maceió,AL,Nordeste,487.25,simulado_calibrado
2021-06-01,Maceió,AL,Nordeste,495.85,simulado_calibrado
2021-07-01,Maceió,AL,Nordeste,501.11,simulado_calibrado
2021-08-01,Maceió,AL,Nordeste,514.7,simulado_calibrado
2021-09-01,Maceió,AL,Nordeste,496.23,simulado_calibrado
2021-10-01,Maceió,AL,Nordeste,511.45,simulado_calibrado
2021-11-01,Maceió,AL,Nordeste,502.42,simulado_calibrado
2021-12-01,Maceió,AL,Nordeste,510.61,simulado_calibrado
2022-01-01,Maceió,AL,Nordeste,531.21,simulado_calibrado
2022-02-01,Maceió,AL,Nordeste,528.64,simulado_calibrado
2022-03-01,Maceió,AL,Nordeste,515.08,simulado_calibrado
2022-04-01,Maceió,AL,Nordeste,511.57,simulado_calibrado
2022-05-01,Maceió,AL,Nordeste,521.05,simulado_calibrado
2022-06-01,Maceió,AL,Nordeste,524.43,simulado_calibrado
2022-07-01,Maceió,AL,Nordeste,531.73,simulado_calibrado
2022-08-01,Maceió,AL,Nordeste,533.45,simulado_calibrado
2022-09-01,Maceió,AL,Nordeste,532.55,simulado_calibrado
2022-10-01,Maceió,AL,Nordeste,549.13,simulado_calibrado
2022-11-01,Maceió,AL,Nordeste,544.19,simulado_calibrado
2022-12-01,Maceió,AL,Nordeste,533.52,simulado_calibrado
2023-01-01,Maceió,AL,Nordeste,558.14,simulado_calibrado
2023-02-01,Maceió,AL,Nordeste,556.61,simulado_calibrado
2023-03-01,Maceió,AL,Nordeste,555.86,simulado_calibrado
2023-04-01,Maceió,AL,Nordeste,542.0,simulado_calibrado
2023-05-01,Maceió,AL,Nordeste,548.04,simulado_calibrado
2023-06-01,Maceió,AL,Nordeste,562.2,simulado_calibrado
2023-07-01,Maceió,AL,Nordeste,566.72,simulado_calibrado
2023-08-01,Maceió,AL,Nordeste,559.11,simulado_calibrado
2023-09-01,Maceió,AL,Nordeste,566.19,simulado_calibrado
2023-10-01,Maceió,AL,Nordeste,568.24,simulado_calibrado
2023-11-01,Maceió,AL,Nordeste,570.12,simulado_calibrado
2023-12-01,Maceió,AL,Nordeste,584.99,simulado_calibrado
2024-01-01,Maceió,AL,Nordeste,592.57,simulado_calibrado
2024-02-01,Maceió,AL,Nordeste,587.1,simulado_calibrado
2024-03-01,Maceió,AL,Nordeste,589.18,simulado_calibrado
2024-04-01,Maceió,AL,Nordeste,589.23,simulado_calibrado
2024-05-01,Maceió,AL,Nordeste,586.59,simulado_calibrado
2024-06-01,Maceió,AL,Nordeste,585.55,simulado_calibrado
2024-07-01,Maceió,AL,Nordeste,593.61,simulado_calibrado
2024-08-01,Maceió,AL,Nordeste,605.25,simulado_calibrado
2024-09-01,Maceió,AL,Nordeste,598.29,simulado_calibrado
2024-10-01,Maceió,AL,Nordeste,606.97,simulado_calibrado
2024-11-01,Maceió,AL,Nordeste,611.55,simulado_calibrado
2024-12-01,Maceió,AL,Nordeste,606.0,simulado_calibrado
2025-01-01,Maceió,AL,Nordeste,625.57,simulado_calibrado
2025-02-01,Maceió,AL,Nordeste,612.7,simulado_calibrado
2025-03-01,Maceió,AL,Nordeste,614.44,simulado_calibrado
2025-04-01,Maceió,AL,Nordeste,622.57,real_dieese
2025-05-01,Maceió,AL,Nordeste,616.92,real_dieese
2025-06-01,Maceió,AL,Nordeste,609.04,real_dieese
2025-07-01,Maceió,AL,Nordeste,621.74,real_dieese
2025-08-01,Maceió,AL,Nordeste,596.23,real_dieese
2025-09-01,Maceió,AL,Nordeste,593.17,real_dieese
2025-10-01,Maceió,AL,Nordeste,592.25,real_dieese
2025-11-01,Maceió,AL,Nordeste,571.47,real_dieese
2025-12-01,Maceió,AL,Nordeste,589.69,real_dieese
2026-01-01,Maceió,AL,Nordeste,592.83,real_dieese
2026-02-01,Maceió,AL,Nordeste,603.92,real_dieese
2026-03-01,Maceió,AL,Nordeste,644.77,real_dieese
2020-01-01,Manaus,AM,Norte,524.48,simulado_calibrado
2020-02-01,Manaus,AM,Norte,530.07,simulado_calibrado
2020-03-01,Manaus,AM,Norte,535.84,simulado_calibrado
2020-04-01,Manaus,AM,Norte,528.88,simulado_calibrado
2020-05-01,Manaus,AM,Norte,523.68,simulado_calibrado
2020-06-01,Manaus,AM,Norte,532.09,simulado_calibrado
2020-07-01,Manaus,AM,Norte,536.82,simulado_calibrado
2020-08-01,Manaus,AM,Norte,593.48,simulado_calibrado
2020-09-01,Manaus,AM,Norte,586.06,simulado_calibrado
2020-10-01,Manaus,AM,Norte,590.89,simulado_calibrado
2020-11-01,Manaus,AM,Norte,587.65,simulado_calibrado
2020-12-01,Manaus,AM,Norte,591.29,simulado_calibrado
2021-01-01,Manaus,AM,Norte,563.6,simulado_calibrado
2021-02-01,Manaus,AM,Norte,563.21,simulado_calibrado
2021-03-01,Manaus,AM,Norte,544.24,simulado_calibrado
2021-04-01,Manaus,AM,Norte,553.98,simulado_calibrado
2021-05-01,Manaus,AM,Norte,546.66,simulado_calibrado
2021-06-01,Manaus,AM,Norte,570.87,simulado_calibrado
2021-07-01,Manaus,AM,Norte,565.96,simulado_calibrado
2021-08-01,Manaus,AM,Norte,565.11,simulado_calibrado
2021-09-01,Manaus,AM,Norte,569.18,simulado_calibrado
2021-10-01,Manaus,AM,Norte,568.68,simulado_calibrado
2021-11-01,Manaus,AM,Norte,569.04,simulado_calibrado
2021-12-01,Manaus,AM,Norte,574.77,simulado_calibrado
2022-01-01,Manaus,AM,Norte,591.94,simulado_calibrado
2022-02-01,Manaus,AM,Norte,587.52,simulado_calibrado
2022-03-01,Manaus,AM,Norte,577.45,simulado_calibrado
2022-04-01,Manaus,AM,Norte,572.33,simulado_calibrado
2022-05-01,Manaus,AM,Norte,581.14,simulado_calibrado
2022-06-01,Manaus,AM,Norte,594.73,simulado_calibrado
2022-07-01,Manaus,AM,Norte,591.6,simulado_calibrado
2022-08-01,Manaus,AM,Norte,595.03,simulado_calibrado
2022-09-01,Manaus,AM,Norte,591.31,simulado_calibrado
2022-10-01,Manaus,AM,Norte,601.19,simulado_calibrado
2022-11-01,Manaus,AM,Norte,601.93,simulado_calibrado
2022-12-01,Manaus,AM,Norte,597.99,simulado_calibrado
2023-01-01,Manaus,AM,Norte,607.05,simulado_calibrado
2023-02-01,Manaus,AM,Norte,612.32,simulado_calibrado
2023-03-01,Manaus,AM,Norte,605.35,simulado_calibrado
2023-04-01,Manaus,AM,Norte,607.74,simulado_calibrado
2023-05-01,Manaus,AM,Norte,612.08,simulado_calibrado
2023-06-01,Manaus,AM,Norte,613.74,simulado_calibrado
2023-07-01,Manaus,AM,Norte,616.34,simulado_calibrado
2023-08-01,Manaus,AM,Norte,622.13,simulado_calibrado
2023-09-01,Manaus,AM,Norte,623.33,simulado_calibrado
2023-10-01,Manaus,AM,Norte,630.39,simulado_calibrado
2023-11-01,Manaus,AM,Norte,625.59,simulado_calibrado
2023-12-01,Manaus,AM,Norte,635.44,simulado_calibrado
2024-01-01,Manaus,AM,Norte,644.65,simulado_calibrado
2024-02-01,Manaus,AM,Norte,652.67,simulado_calibrado
2024-03-01,Manaus,AM,Norte,636.84,simulado_calibrado
2024-04-01,Manaus,AM,Norte,628.04,simulado_calibrado
2024-05-01,Manaus,AM,Norte,643.16,simulado_calibrado
2024-06-01,Manaus,AM,Norte,651.12,simulado_calibrado
2024-07-01,Manaus,AM,Norte,639.38,simulado_calibrado
2024-08-01,Manaus,AM,Norte,648.67,simulado_calibrado
2024-09-01,Manaus,AM,Norte,659.5,simulado_calibrado
2024-10-01,Manaus,AM,Norte,650.08,simulado_calibrado
2024-11-01,Manaus,AM,Norte,662.51,simulado_calibrado
2024-12-01,Manaus,AM,Norte,664.59,simulado_calibrado
2025-01-01,Manaus,AM,Norte,673.65,simulado_calibrado
2025-02-01,Manaus,AM,Norte,679.78,simulado_calibrado
2025-03-01,Manaus,AM,Norte,658.68,simulado_calibrado
2025-04-01,Manaus,AM,Norte,671.77,real_dieese
2025-05-01,Manaus,AM,Norte,699.95,real_dieese
2025-06-01,Manaus,AM,Norte,675.25,real_dieese
2025-07-01,Manaus,AM,Norte,674.78,real_dieese
2025-08-01,Manaus,AM,Norte,657.22,real_dieese
2025-09-01,Manaus,AM,Norte,642.32,real_dieese
2025-10-01,Manaus,AM,Norte,633.25,real_dieese
2025-11-01,Manaus,AM,Norte,629.39,real_dieese
2025-12-01,Manaus,AM,Norte,620.42,real_dieese
2026-01-01,Manaus,AM,Norte,647.97,real_dieese
2026-02-01,Manaus,AM,Norte,628.9,real_dieese
2026-03-01,Manaus,AM,Norte,675.56,real_dieese
2020-01-01,Natal,RN,Nordeste,389.26,real_dieese
2020-02-01,Natal,RN,Nordeste,405.88,real_dieese
2020-03-01,Natal,RN,Nordeste,426.0,real_dieese
2020-04-01,Natal,RN,Nordeste,428.28,real_dieese
2020-05-01,Natal,RN,Nordeste,429.57,real_dieese
2020-06-01,Natal,RN,Nordeste,442.46,real_dieese
2020-07-01,Natal,RN,Nordeste,430.66,real_dieese
2020-08-01,Natal,RN,Nordeste,419.47,real_dieese
2020-09-01,Natal,RN,Nordeste,422.31,real_dieese
2020-10-01,Natal,RN,Nordeste,436.76,real_dieese
2020-11-01,Natal,RN,Nordeste,455.43,real_dieese
2020-12-01,Natal,RN,Nordeste,458.79,real_dieese
2021-01-01,Natal,RN,Nordeste,454.49,real_dieese
2021-02-01,Natal,RN,Nordeste,464.43,real_dieese
2021-03-01,Natal,RN,Nordeste,477.56,real_dieese
2021-04-01,Natal,RN,Nordeste,478.23,real_dieese
2021-05-01,Natal,RN,Nordeste,501.7,real_dieese
2021-06-01,Natal,RN,Nordeste,500.2,real_dieese
2021-07-01,Natal,RN,Nordeste,506.51,real_dieese
2021-08-01,Natal,RN,Nordeste,508.04,real_dieese
2021-09-01,Natal,RN,Nordeste,493.29,real_dieese
2021-10-01,Natal,RN,Nordeste,504.66,real_dieese
2021-11-01,Natal,RN,Nordeste,521.08,real_dieese
2021-12-01,Natal,RN,Nordeste,529.54,real_dieese
2022-01-01,Natal,RN,Nordeste,551.06,real_dieese
2022-02-01,Natal,RN,Nordeste,557.2,real_dieese
2022-03-01,Natal,RN,Nordeste,575.33,real_dieese
2022-04-01,Natal,RN,Nordeste,595.37,real_dieese
2022-05-01,Natal,RN,Nordeste,586.42,real_dieese
2022-06-01,Natal,RN,Nordeste,611.79,real_dieese
2022-07-01,Natal,RN,Nordeste,587.58,real_dieese
2022-08-01,Natal,RN,Nordeste,580.74,real_dieese
2022-09-01,Natal,RN,Nordeste,581.53,real_dieese
2022-10-01,Natal,RN,Nordeste,573.4,real_dieese
2022-11-01,Natal,RN,Nordeste,566.95,real_dieese
2022-12-01,Natal,RN,Nordeste,584.36,real_dieese
2023-01-01,Natal,RN,Nordeste,622.16,real_dieese
2023-02-01,Natal,RN,Nordeste,626.15,real_dieese
2023-03-01,Natal,RN,Nordeste,615.03,real_dieese
2023-04-01,Natal,RN,Nordeste,605.94,real_dieese
2023-05-01,Natal,RN,Nordeste,602.16,real_dieese
2023-06-01,Natal,RN,Nordeste,632.27,real_dieese
2023-07-01,Natal,RN,Nordeste,613.64,real_dieese
2023-08-01,Natal,RN,Nordeste,581.18,real_dieese
2023-09-01,Natal,RN,Nordeste,598.99,real_dieese
2023-10-01,Natal,RN,Nordeste,582.12,real_dieese
2023-11-01,Natal,RN,Nordeste,567.3,real_dieese
2023-12-01,Natal,RN,Nordeste,556.06,real_dieese
2024-01-01,Natal,RN,Nordeste,575.71,real_dieese
2024-02-01,Natal,RN,Nordeste,579.31,real_dieese
2024-03-01,Natal,RN,Nordeste,605.33,real_dieese
2024-04-01,Natal,RN,Nordeste,632.23,real_dieese
2024-05-01,Natal,RN,Nordeste,640.1,real_dieese
2024-06-01,Natal,RN,Nordeste,599.29,real_dieese
2024-07-01,Natal,RN,Nordeste,575.12,real_dieese
2024-08-01,Natal,RN,Nordeste,555.68,real_dieese
2024-09-01,Natal,RN,Nordeste,554.0,real_dieese
2024-10-01,Natal,RN,Nordeste,576.23,real_dieese
2024-11-01,Natal,RN,Nordeste,593.54,real_dieese
2024-12-01,Natal,RN,Nordeste,617.32,real_dieese
2025-01-01,Natal,RN,Nordeste,634.11,real_dieese
2025-02-01,Natal,RN,Nordeste,648.58,real_dieese
2025-03-01,Natal,RN,Nordeste,636.47,real_dieese
2025-04-01,Natal,RN,Nordeste,657.0,real_dieese
2025-05-01,Natal,RN,Nordeste,645.0,real_dieese
2025-06-01,Natal,RN,Nordeste,636.95,real_dieese
2025-07-01,Natal,RN,Nordeste,646.13,real_dieese
2025-08-01,Natal,RN,Nordeste,622.0,real_dieese
2025-09-01,Natal,RN,Nordeste,610.27,real_dieese
2025-10-01,Natal,RN,Nordeste,612.18,real_dieese
2025-11-01,Natal,RN,Nordeste,591.38,real_dieese
2025-12-01,Natal,RN,Nordeste,597.15,real_dieese
2026-01-01,Natal,RN,Nordeste,595.86,real_dieese
2026-02-01,Natal,RN,Nordeste,616.84,real_dieese
2026-03-01,Natal,RN,Nordeste,653.77,real_dieese
2020-01-01,Palmas,TO,Norte,562.22,simulado_calibrado
2020-02-01,Palmas,TO,Norte,552.06,simulado_calibrado
2020-03-01,Palmas,TO,Norte,546.44,simulado_calibrado
2020-04-01,Palmas,TO,Norte,544.64,simulado_calibrado
2020-05-01,Palmas,TO,Norte,542.51,simulado_calibrado
2020-06-01,Palmas,TO,Norte,552.34,simulado_calibrado
2020-07-01,Palmas,TO,Norte,560.5,simulado_calibrado
2020-08-01,Palmas,TO,Norte,608.32,simulado_calibrado
2020-09-01,Palmas,TO,Norte,607.65,simulado_calibrado
2020-10-01,Palmas,TO,Norte,610.93,simulado_calibrado
2020-11-01,Palmas,TO,Norte,617.56,simulado_calibrado
2020-12-01,Palmas,TO,Norte,612.3,simulado_calibrado
2021-01-01,Palmas,TO,Norte,581.06,simulado_calibrado
2021-02-01,Palmas,TO,Norte,587.49,simulado_calibrado
2021-03-01,Palmas,TO,Norte,581.38,simulado_calibrado
2021-04-01,Palmas,TO,Norte,578.18,simulado_calibrado
2021-05-01,Palmas,TO,Norte,586.93,simulado_calibrado
2021-06-01,Palmas,TO,Norte,595.66,simulado_calibrado
2021-07-01,Palmas,TO,Norte,593.58,simulado_calibrado
2021-08-01,Palmas,TO,Norte,597.31,simulado_calibrado
2021-09-01,Palmas,TO,Norte,595.43,simulado_calibrado
2021-10-01,Palmas,TO,Norte,603.4,simulado_calibrado
2021-11-01,Palmas,TO,Norte,605.12,simulado_calibrado
2021-12-01,Palmas,TO,Norte,611.26,simulado_calibrado
2022-01-01,Palmas,TO,Norte,620.86,simulado_calibrado
2022-02-01,Palmas,TO,Norte,630.78,simulado_calibrado
2022-03-01,Palmas,TO,Norte,626.66,simulado_calibrado
2022-04-01,Palmas,TO,Norte,612.26,simulado_calibrado
2022-05-01,Palmas,TO,Norte,617.93,simulado_calibrado
2022-06-01,Palmas,TO,Norte,631.93,simulado_calibrado
2022-07-01,Palmas,TO,Norte,629.67,simulado_calibrado
2022-08-01,Palmas,TO,Norte,636.01,simulado_calibrado
2022-09-01,Palmas,TO,Norte,638.18,simulado_calibrado
2022-10-01,Palmas,TO,Norte,641.85,simulado_calibrado
2022-11-01,Palmas,TO,Norte,640.76,simulado_calibrado
2022-12-01,Palmas,TO,Norte,648.03,simulado_calibrado
2023-01-01,Palmas,TO,Norte,666.71,simulado_calibrado
2023-02-01,Palmas,TO,Norte,674.86,simulado_calibrado
2023-03-01,Palmas,TO,Norte,662.63,simulado_calibrado
2023-04-01,Palmas,TO,Norte,662.03,simulado_calibrado
2023-05-01,Palmas,TO,Norte,650.74,simulado_calibrado
2023-06-01,Palmas,TO,Norte,672.29,simulado_calibrado
2023-07-01,Palmas,TO,Norte,672.24,simulado_calibrado
2023-08-01,Palmas,TO,Norte,685.68,simulado_calibrado
2023-09-01,Palmas,TO,Norte,674.12,simulado_calibrado
2023-10-01,Palmas,TO,Norte,677.41,simulado_calibrado
2023-11-01,Palmas,TO,Norte,682.08,simulado_calibrado
2023-12-01,Palmas,TO,Norte,677.94,simulado_calibrado
2024-01-01,Palmas,TO,Norte,703.28,simulado_calibrado
2024-02-01,Palmas,TO,Norte,705.7,simulado_calibrado
2024-03-01,Palmas,TO,Norte,699.87,simulado_calibrado
2024-04-01,Palmas,TO,Norte,693.84,simulado_calibrado
2024-05-01,Palmas,TO,Norte,705.03,simulado_calibrado
2024-06-01,Palmas,TO,Norte,714.59,simulado_calibrado
2024-07-01,Palmas,TO,Norte,710.56,simulado_calibrado
2024-08-01,Palmas,TO,Norte,712.58,simulado_calibrado
2024-09-01,Palmas,TO,Norte,723.18,simulado_calibrado
2024-10-01,Palmas,TO,Norte,717.79,simulado_calibrado
2024-11-01,Palmas,TO,Norte,737.23,simulado_calibrado
2024-12-01,Palmas,TO,Norte,737.67,simulado_calibrado
2025-01-01,Palmas,TO,Norte,747.86,simulado_calibrado
2025-02-01,Palmas,TO,Norte,745.45,simulado_calibrado
2025-03-01,Palmas,TO,Norte,749.76,simulado_calibrado
2025-04-01,Palmas,TO,Norte,746.77,real_dieese
2025-05-01,Palmas,TO,Norte,720.37,real_dieese
2025-06-01,Palmas,TO,Norte,717.32,real_dieese
2025-07-01,Palmas,TO,Norte,715.77,real_dieese
2025-08-01,Palmas,TO,Norte,720.45,real_dieese
2025-09-01,Palmas,TO,Norte,677.87,real_dieese
2025-10-01,Palmas,TO,Norte,695.42,real_dieese
2025-11-01,Palmas,TO,Norte,672.61,real_dieese
2025-12-01,Palmas,TO,Norte,677.63,real_dieese
2026-01-01,Palmas,TO,Norte,700.44,real_dieese
2026-02-01,Palmas,TO,Norte,695.28,real_dieese
2026-03-01,Palmas,TO,Norte,717.45,real_dieese
2020-01-01,Porto Alegre,RS,Sul,502.98,real_dieese
2020-02-01,Porto Alegre,RS,Sul,492.83,real_dieese
2020-03-01,Porto Alegre,RS,Sul,497.88,real_dieese
2020-04-01,Porto Alegre,RS,Sul,527.01,real_dieese
